transaction_id,store_id,customer_id,trip_id,channel_id,transaction_timestamp,sku_id,promo_id,quantity,unit_sales_price,gross_amount,discount_amount,net_amount,payment_method_id
2197,4204,6784445,108411,NULL,"2010-01-05 12:37:39",48836711,ISD-201001-48836711,1,6.9900,6.9900,0.2796,6.7104,NULL
2198,7504,6784560,595691,NULL,"2010-01-12 14:30:22",44913161,ISD-201001-44913161,1,4.9900,4.9900,0.1497,4.8403,NULL
2199,4177,6786402,863887,NULL,"2010-01-14 19:40:37",48110314,ISD-201001-48110314,1,1.9900,1.9900,0.0796,1.9104,NULL
2200,4177,6788566,108234,NULL,"2010-01-03 11:32:11",30947911,ISD-201001-30947911,1,1.9900,1.9900,0.0995,1.8905,NULL
2201,3570,6789287,1144740,NULL,"2010-01-29 12:22:33",82511111,ISD-201001-82511111,1,9.9900,9.9900,0.3996,9.5904,NULL
2202,4083,6793801,172101,NULL,"2011-01-17 17:12:41",7004511,ISD-201101-7004511,1,4.1900,4.1900,0.1257,4.0643,NULL
2203,3804,6794779,321883,NULL,"2010-01-25 16:16:26",1611834,ISD-201001-1611834,1,3.4900,3.4900,0.3490,3.1410,NULL
2204,3804,6794779,321883,NULL,"2010-01-25 16:16:26",63965611,ISD-201001-63965611,1,0.0000,0.0000,0.0000,0.0000,NULL
2205,4382,6795786,405904,NULL,"2011-01-04 11:34:55",2447688,ISD-201101-2447688,1,16.9900,16.9900,0.6796,16.3104,NULL
2206,9511,6796456,320078,NULL,"2010-01-14 12:09:41",13167612,OF-899695,1,13.9900,13.9900,1.3990,12.5910,NULL
2207,3720,6798190,170589,NULL,"2011-01-08 18:05:32",1324003,ISD-201101-1324003,1,14.6900,14.6900,0.4407,14.2493,NULL
2208,3720,6798190,409900,NULL,"2011-01-20 18:53:59",1324003,ISD-201101-1324003,1,14.6900,14.6900,0.4407,14.2493,NULL
2209,4065,6801238,959067,NULL,"2011-01-29 20:50:07",2189653,ISD-201101-2189653,1,7.9800,7.9800,0.2394,7.7406,NULL
2210,4851,6801550,677097,NULL,"2011-01-06 13:47:34",1652824,ISD-201101-1652824,1,2.8900,2.8900,0.1156,2.7744,NULL
2211,3720,6806257,676812,NULL,"2011-01-05 11:22:01",45484811,ISD-201101-45484811,1,19.9900,19.9900,0.7996,19.1904,NULL
2212,3720,6807202,676209,NULL,"2011-01-03 00:00:01",2499358,ISD-201101-2499358,1,12.9900,12.9900,1.9485,11.0415,NULL
2213,3720,6807202,676209,NULL,"2011-01-03 00:00:01",2610794,ISD-201101-2610794,1,0.9900,0.9900,0.0396,0.9504,NULL
2214,7660,6812449,863966,NULL,"2010-01-14 17:07:47",1451026,ISD-201001-1451026,1,5.0000,5.0000,0.1500,4.8500,NULL
2215,9745,6812449,1383658,NULL,"2011-01-28 15:16:33",1599011,ISD-201101-1599011,1,1.0000,1.0000,0.0500,0.9500,NULL
2216,3959,6813617,595741,NULL,"2010-01-13 11:58:52",44199411,ISD-201001-44199411,1,3.1900,3.1900,0.1276,3.0624,NULL
2217,3959,6813617,595741,NULL,"2010-01-13 11:58:52",69646211,ISD-201001-69646211,1,4.4900,4.4900,0.1796,4.3104,NULL
2218,4098,6813658,1211464,NULL,"2011-01-26 19:06:22",53919211,ISD-201101-53919211,1,9.7900,9.7900,0.2937,9.4963,NULL
2219,7524,6816745,406510,NULL,"2011-01-06 10:02:41",2026332,ISD-201101-2026332,1,14.9900,14.9900,0.4497,14.5403,NULL
2220,7524,6816745,410246,NULL,"2011-01-21 11:20:28",19584511,ISD-201101-19584511,1,1.9900,1.9900,0.0995,1.8905,NULL
2221,7524,6816745,410246,NULL,"2011-01-21 11:20:28",23662211,ISD-201101-23662211,1,1.9900,1.9900,0.0995,1.8905,NULL
2222,9745,6817149,38203,NULL,"2011-01-30 19:39:13",2964335,ISD-201101-2964335,1,3.9900,3.9900,0.3990,3.5910,NULL
2223,9745,6817149,38203,NULL,"2011-01-30 19:39:13",67384311,ISD-201101-67384311,1,2.7900,2.7900,0.1116,2.6784,NULL
2224,9745,6817149,38203,NULL,"2011-01-30 19:39:13",96414511,ISD-201101-96414511,1,3.9900,3.9900,0.1995,3.7905,NULL
2225,9557,6817696,108151,NULL,"2010-01-02 13:52:20",1052258,ISD-201001-1052258,1,6.0000,6.0000,0.1800,5.8200,NULL
2226,3820,6817736,110933,NULL,"2010-01-29 14:13:53",43745132,ISD-201001-43745132,1,19.9900,19.9900,1.9990,17.9910,NULL
2227,3820,6817736,169904,NULL,"2011-01-04 13:35:49",41412311,ISD-201101-41412311,1,1.4900,1.4900,0.2235,1.2665,NULL
2228,3820,6817736,169904,NULL,"2011-01-04 13:35:49",53518412,ISD-201101-53518412,1,1.9900,1.9900,0.0597,1.9303,NULL
2229,3820,6817736,172537,NULL,"2011-01-20 10:41:02",12119911,ISD-201101-12119911,1,35.7900,35.7900,1.0737,34.7163,NULL
2230,3820,6817736,172538,NULL,"2011-01-20 11:30:10",23607711,ISD-201101-23607711,1,1.9900,1.9900,0.0796,1.9104,NULL
2231,3820,6817736,319720,NULL,"2010-01-12 10:25:47",18708911,ISD-201001-18708911,1,3.9900,3.9900,0.1197,3.8703,NULL
2232,4331,6818345,862376,NULL,"2010-01-05 12:35:51",1139994,ISD-201001-1139994,1,3.9900,3.9900,0.1596,3.8304,NULL
2233,4331,6818345,862376,NULL,"2010-01-05 12:35:51",44349200,ISD-201001-44349200,1,16.9900,16.9900,0.5097,16.4803,NULL
2234,7068,6820461,405973,NULL,"2011-01-04 15:16:06",1920455,ISD-201101-1920455,1,1.2900,1.2900,0.6450,0.6450,NULL
2235,7068,6820461,409954,NULL,"2011-01-20 18:13:34",23425611,ISD-201101-23425611,1,0.8500,0.8500,0.0425,0.8075,NULL
2236,9593,6820716,319479,NULL,"2010-01-10 16:06:15",33027911,ISD-201001-33027911,1,1.7900,1.7900,0.0716,1.7184,NULL
2237,9593,6820716,863650,NULL,"2010-01-12 14:29:42",12890931,ISD-201001-12890931,1,3.9900,3.9900,1.9950,1.9950,NULL
2238,9593,6820716,863650,NULL,"2010-01-12 14:29:42",37149213,ISD-201001-37149213,1,8.9900,8.9900,1.7980,7.1920,NULL
2239,9593,6820716,863650,NULL,"2010-01-12 14:29:42",82284611,ISD-201001-82284611,1,23.9900,23.9900,4.7980,19.1920,NULL
2240,4091,6821720,1382169,NULL,"2011-01-14 13:36:58",2309948,ISD-201101-2309948,1,7.9900,7.9900,0.2397,7.7503,NULL
2241,4091,6821720,1382169,NULL,"2011-01-14 13:36:58",12030711,ISD-201101-12030711,1,0.0000,0.0000,0.0000,0.0000,NULL
2242,4091,6821720,1382169,NULL,"2011-01-14 13:36:58",17866711,ISD-201101-17866711,1,0.0000,0.0000,0.0000,0.0000,NULL
2243,4091,6821720,1382169,NULL,"2011-01-14 13:36:58",25697813,ISD-201101-25697813,1,1.2900,1.2900,0.0516,1.2384,NULL
2244,4091,6821720,1382169,NULL,"2011-01-14 13:36:58",90195311,ISD-201101-90195311,1,3.4900,3.4900,0.8725,2.6175,NULL
2245,4713,6832152,597349,NULL,"2010-01-23 10:41:01",44752137,ISD-201001-44752137,1,4.9900,4.9900,0.1497,4.8403,NULL
2246,3884,6838017,594989,NULL,"2010-01-08 00:00:01",43398858,,-1,24.9900,-24.9900,0.0000,-24.9900,NULL
2247,3884,6838017,861530,NULL,"2010-01-01 11:08:30",43398858,ISD-201001-43398858,1,24.9900,24.9900,3.7485,21.2415,NULL
2248,3884,6838017,863726,NULL,"2010-01-13 17:22:48",9135411,ISD-201001-9135411,1,1.6900,1.6900,0.2535,1.4365,NULL
2249,3140,6853886,1497531,NULL,"2010-01-26 20:13:14",71907811,ISD-201001-71907811,1,5.2900,5.2900,0.2645,5.0255,NULL
2250,3140,6853886,1497531,NULL,"2010-01-26 20:13:14",94687111,ISD-201001-94687111,1,5.7900,5.7900,0.5790,5.2110,NULL
2251,4868,6860381,957016,NULL,"2011-01-21 19:54:07",1731461,ISD-201101-1731461,1,19.9900,19.9900,0.5997,19.3903,NULL
2252,3140,6861334,406784,NULL,"2011-01-08 18:14:07",1387157,ISD-201101-1387157,1,5.7900,5.7900,0.2316,5.5584,NULL
2253,3140,6861334,406784,NULL,"2011-01-08 18:14:07",2340074,ISD-201101-2340074,1,2.6900,2.6900,0.4035,2.2865,NULL
2254,3140,6861334,406784,NULL,"2011-01-08 18:14:07",21792011,ISD-201101-21792011,1,4.9900,4.9900,0.2495,4.7405,NULL
2255,3140,6861334,595981,NULL,"2010-01-15 13:36:35",43007906,ISD-201001-43007906,1,12.9900,12.9900,0.3897,12.6003,NULL
2256,7265,6864803,13495,NULL,"2010-01-30 20:19:37",92606611,ISD-201001-92606611,1,11.9900,11.9900,0.4796,11.5104,NULL
2257,4871,6866335,169744,NULL,"2011-01-03 17:23:07",9688511,ISD-201101-9688511,1,3.9900,3.9900,0.1197,3.8703,NULL
2258,4871,6866335,1208454,NULL,"2011-01-08 16:38:31",2823247,ISD-201101-2823247,1,4.9900,4.9900,0.1497,4.8403,NULL
2259,4868,6866604,406202,NULL,"2011-01-05 17:44:27",1324003,ISD-201101-1324003,1,14.6900,14.6900,0.4407,14.2493,NULL
2260,4420,6866729,676842,NULL,"2011-01-05 15:37:24",2176056,ISD-201101-2176056,1,8.9900,8.9900,0.3596,8.6304,NULL
2261,4420,6866729,676842,NULL,"2011-01-05 15:37:24",2176056,ISD-201101-2176056,0,8.9900,0.0000,0.0000,0.0000,NULL
2262,3144,6867328,680054,NULL,"2011-01-19 13:36:13",2139761,ISD-201101-2139761,1,2.9900,2.9900,0.0897,2.9003,NULL
2263,9381,6871188,406260,NULL,"2011-01-05 12:15:49",2690481,ISD-201101-2690481,1,5.7900,5.7900,0.1737,5.6163,NULL
2264,9381,6871188,406260,NULL,"2011-01-05 12:15:49",58741111,ISD-201101-58741111,1,2.9900,2.9900,0.2990,2.6910,NULL
2265,9423,6872867,13209,NULL,"2010-01-22 13:52:37",1357353,ISD-201001-1357353,1,15.9900,15.9900,3.1980,12.7920,NULL
2266,9423,6872867,13209,NULL,"2010-01-22 13:52:37",1550853,ISD-201001-1550853,1,2.9900,2.9900,0.1196,2.8704,NULL
2267,9423,6872867,13209,NULL,"2010-01-22 13:52:37",1793111,ISD-201001-1793111,1,3.9900,3.9900,0.1197,3.8703,NULL
2268,9423,6872867,13209,NULL,"2010-01-22 13:52:37",68166411,ISD-201001-68166411,1,3.5900,3.5900,0.1077,3.4823,NULL
2269,4248,6876261,13191,NULL,"2010-01-22 13:11:15",77845011,ISD-201001-77845011,1,3.9900,3.9900,1.9950,1.9950,NULL
2270,4868,6878551,681097,NULL,"2011-01-23 20:37:32",2247149,ISD-201101-2247149,1,19.9900,19.9900,0.5997,19.3903,NULL
2271,4868,6878551,681097,NULL,"2011-01-23 20:37:32",2598879,ISD-201101-2598879,1,0.9800,0.9800,0.0294,0.9506,NULL
2272,4871,6887099,12825,NULL,"2010-01-12 18:55:31",44966506,ISD-201001-44966506,1,14.9900,14.9900,0.5996,14.3904,NULL
2273,4868,6893389,321574,NULL,"2010-01-23 13:37:32",84605012,ISD-201001-84605012,1,4.9900,4.9900,0.1497,4.8403,NULL
2274,9416,6901314,405418,NULL,"2011-01-02 14:29:38",37024011,ISD-201101-37024011,1,4.7900,4.7900,0.1437,4.6463,NULL
2275,3372,6907244,320667,NULL,"2010-01-18 12:14:19",88067511,ISD-201001-88067511,1,1.4900,1.4900,0.0745,1.4155,NULL
2276,3540,6910829,408040,NULL,"2011-01-13 18:02:58",33155011,ISD-201101-33155011,1,0.0000,0.0000,0.0000,0.0000,NULL
2277,4725,6913517,1382301,NULL,"2011-01-15 15:46:07",45073311,OF-142582,1,18.5900,18.5900,0.5577,18.0323,NULL
2278,4725,6913517,1382302,NULL,"2011-01-15 20:58:06",94963411,ISD-201101-94963411,1,1.6900,1.6900,0.0676,1.6224,NULL
2279,9420,6917808,1381685,NULL,"2011-01-09 18:11:49",15432111,ISD-201101-15432111,1,3.4900,3.4900,0.1047,3.3853,NULL
2280,9420,6917808,1382953,NULL,"2011-01-21 17:13:56",2132595,ISD-201101-2132595,1,5.9900,5.9900,0.2396,5.7504,NULL
2281,3884,6930049,412311,NULL,"2011-01-30 10:33:47",2634398,ISD-201101-2634398,1,3.9900,3.9900,0.1197,3.8703,NULL
2282,9416,6932056,596438,NULL,"2010-01-17 11:36:02",43333881,,-1,16.9900,-16.9900,0.0000,-16.9900,NULL
2283,9416,6932056,862738,NULL,"2010-01-07 15:44:33",43333881,ISD-201001-43333881,1,16.9900,16.9900,0.6796,16.3104,NULL
2284,9416,6932056,864614,NULL,"2010-01-17 09:43:54",43366519,ISD-201001-43366519,1,29.9900,29.9900,5.9980,23.9920,NULL
2285,4248,6944645,13144,NULL,"2010-01-21 15:50:46",67973911,ISD-201001-67973911,1,3.7900,3.7900,0.1516,3.6384,NULL
2286,3201,6945746,677241,NULL,"2011-01-07 17:20:22",2178019,ISD-201101-2178019,1,24.9900,24.9900,3.7485,21.2415,NULL
2287,3398,6947356,321848,NULL,"2010-01-25 15:28:10",1523901,ISD-201001-1523901,1,9.9800,9.9800,1.9960,7.9840,NULL
2288,3355,6972070,108071,NULL,"2010-01-02 16:05:08",43253780,ISD-201001-43253780,1,19.9900,19.9900,0.7996,19.1904,NULL
2289,7558,6972070,409770,NULL,"2011-01-19 16:37:17",74854111,ISD-201101-74854111,1,10.9900,10.9900,0.3297,10.6603,NULL
2290,7558,6972070,1382844,NULL,"2011-01-20 15:51:33",70186511,ISD-201101-70186511,1,6.5900,6.5900,0.3295,6.2605,NULL
2291,3793,7023237,864231,NULL,"2010-01-16 11:15:01",38163015,ISD-201001-38163015,1,18.9900,18.9900,0.5697,18.4203,NULL
2292,3793,7023237,864231,NULL,"2010-01-16 11:15:01",44349200,ISD-201001-44349200,1,16.9900,16.9900,0.5097,16.4803,NULL
2293,3793,7023237,864231,NULL,"2010-01-16 11:15:01",44710711,ISD-201001-44710711,1,4.1900,4.1900,0.1257,4.0643,NULL
2294,4320,7024550,1469959,NULL,"2011-01-10 13:26:48",33988311,ISD-201101-33988311,1,0.0000,0.0000,0.0000,0.0000,NULL
2295,4292,7033254,38192,NULL,"2011-01-30 15:36:03",41670911,ISD-201101-41670911,1,4.8900,4.8900,1.2225,3.6675,NULL
2296,3600,7035558,679023,NULL,"2011-01-15 20:04:59",1990571,ISD-201101-1990571,1,19.9900,19.9900,0.7996,19.1904,NULL
2297,3701,7040716,1141454,NULL,"2010-01-01 19:39:17",55066111,ISD-201001-55066111,1,0.0000,0.0000,0.0000,0.0000,NULL
2298,3701,7040716,1208703,NULL,"2011-01-10 13:55:07",2057832,ISD-201101-2057832,1,8.5900,8.5900,0.4295,8.1605,NULL
2299,3701,7040716,1208703,NULL,"2011-01-10 13:55:07",33010923,ISD-201101-33010923,1,11.9900,11.9900,0.4796,11.5104,NULL
2300,7265,7046145,1145090,NULL,"2010-01-31 18:19:21",63812414,ISD-201001-63812414,1,5.2900,5.2900,0.2645,5.0255,NULL
2301,7071,7046590,1143543,NULL,"2010-01-18 14:01:03",1116718,ISD-201001-1116718,1,14.9900,14.9900,0.5996,14.3904,NULL
2302,3424,7048891,410068,NULL,"2011-01-21 12:59:31",1850790,ISD-201101-1850790,1,8.9900,8.9900,0.2697,8.7203,NULL
2303,4286,7051923,37207,NULL,"2011-01-11 16:51:04",41419811,ISD-201101-41419811,1,2.2900,2.2900,0.3435,1.9465,NULL
2304,4286,7051923,37207,NULL,"2011-01-11 16:51:04",41419811,ISD-201101-41419811,1,2.2900,2.2900,0.3435,1.9465,NULL
2305,3353,7052835,1143209,NULL,"2010-01-16 15:05:26",1252656,ISD-201001-1252656,1,4.9900,4.9900,0.1497,4.8403,NULL
2306,4848,7054194,866203,NULL,"2010-01-27 21:31:57",36972811,ISD-201001-36972811,1,7.9900,7.9900,0.2397,7.7503,NULL
2307,3624,7059146,861634,NULL,"2010-01-02 12:30:23",18000193,ISD-201001-18000193,1,6.0000,6.0000,0.2400,5.7600,NULL
2308,7366,7061129,110872,NULL,"2010-01-28 14:23:03",19498611,OF-220574,1,4.9900,4.9900,0.1497,4.8403,NULL
2309,4728,7061428,597822,NULL,"2010-01-26 14:35:46",43942702,ISD-201001-43942702,1,24.9900,24.9900,0.9996,23.9904,NULL
2310,4728,7061428,597822,NULL,"2010-01-26 14:35:46",54022911,ISD-201001-54022911,1,0.5000,0.5000,0.0200,0.4800,NULL
2311,3793,7061913,169486,NULL,"2011-01-02 10:32:59",2044039,ISD-201101-2044039,1,24.9900,24.9900,2.4990,22.4910,NULL
2312,4243,7062662,955831,NULL,"2011-01-16 11:40:37",1654907,ISD-201101-1654907,1,13.9900,13.9900,0.6995,13.2905,NULL
2313,4243,7062662,955831,NULL,"2011-01-16 11:40:37",84566311,ISD-201101-84566311,1,8.4900,8.4900,0.3396,8.1504,NULL
2314,3164,7064161,319953,NULL,"2010-01-14 14:38:59",1271263,ISD-201001-1271263,1,6.9800,6.9800,0.2094,6.7706,NULL
2315,7366,7064677,676654,NULL,"2011-01-04 12:39:57",29691711,ISD-201101-29691711,1,2.4900,2.4900,0.0996,2.3904,NULL
2316,7366,7064677,676654,NULL,"2011-01-04 12:39:57",42684356,OF-881500,1,3.9900,3.9900,0.1197,3.8703,NULL
2317,7366,7064677,676654,NULL,"2011-01-04 12:39:57",42684356,ISD-201101-42684356,1,3.9900,3.9900,0.1995,3.7905,NULL
2318,3269,7066295,1143801,NULL,"2010-01-21 16:02:32",1188009,ISD-201001-1188009,1,14.9900,14.9900,0.7495,14.2405,NULL
2319,3269,7066295,1143801,NULL,"2010-01-21 16:02:32",22984211,ISD-201001-22984211,1,12.2900,12.2900,0.3687,11.9213,NULL
2320,9614,7067999,319332,NULL,"2010-01-09 16:35:25",64081035,ISD-201001-64081035,1,17.9900,17.9900,0.5397,17.4503,NULL
2321,9614,7067999,319498,NULL,"2010-01-10 19:36:03",64081035,,-1,17.9900,-17.9900,0.0000,-17.9900,NULL
2322,9614,7067999,862433,NULL,"2010-01-05 15:25:50",38172411,ISD-201001-38172411,1,3.9900,3.9900,1.9950,1.9950,NULL
2323,3613,7069666,957214,NULL,"2011-01-22 10:23:27",1697300,ISD-201101-1697300,1,9.9900,9.9900,4.9950,4.9950,NULL
2324,3615,7070453,320456,NULL,"2010-01-17 12:43:13",84006411,OF-561003,1,5.9900,5.9900,2.9950,2.9950,NULL
2325,3074,7071573,318361,NULL,"2010-01-04 15:03:25",2614611,ISD-201001-2614611,1,12.9900,12.9900,0.3897,12.6003,NULL
2326,3074,7071573,598504,NULL,"2010-01-31 16:59:53",3749911,ISD-201001-3749911,1,4.9900,4.9900,0.2495,4.7405,NULL
2327,3179,7080406,677278,NULL,"2011-01-07 19:06:01",39091911,ISD-201101-39091911,1,24.9900,24.9900,0.9996,23.9904,NULL
2328,3563,7083312,318365,NULL,"2010-01-04 12:07:53",48248011,ISD-201001-48248011,1,5.9900,5.9900,0.2995,5.6905,NULL
2329,3563,7083312,597901,NULL,"2010-01-27 14:56:05",73338611,ISD-201001-73338611,1,6.9900,6.9900,0.2097,6.7803,NULL
2330,4390,7086694,956993,NULL,"2011-01-21 13:23:00",2729059,ISD-201101-2729059,1,6.9800,6.9800,0.2792,6.7008,NULL
2331,4390,7086694,958726,NULL,"2011-01-28 15:37:35",2729059,ISD-201101-2729059,1,6.9800,6.9800,0.2792,6.7008,NULL
2332,3651,7086694,1210403,NULL,"2011-01-20 15:36:15",2729059,ISD-201101-2729059,1,6.9800,6.9800,0.2792,6.7008,NULL
2333,3657,7090661,109848,NULL,"2010-01-19 14:54:21",37616111,ISD-201001-37616111,1,2.1900,2.1900,0.0657,2.1243,NULL
2334,3657,7090661,411130,NULL,"2011-01-25 14:58:51",91835011,ISD-201101-91835011,1,3.9900,3.9900,0.1197,3.8703,NULL
2335,4390,7091712,679932,NULL,"2011-01-18 17:54:34",2109556,ISD-201101-2109556,1,1.0000,1.0000,0.0300,0.9700,NULL
2336,7643,7102227,37052,NULL,"2011-01-08 20:56:03",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2337,7643,7102227,864414,NULL,"2010-01-16 13:00:52",59362011,ISD-201001-59362011,1,29.9900,29.9900,1.4995,28.4905,NULL
2338,7643,7102227,955138,NULL,"2011-01-14 13:10:08",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2339,7643,7102227,959285,NULL,"2011-01-29 17:22:02",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2340,7643,7102227,1207287,NULL,"2011-01-02 15:28:42",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2341,7643,7102227,1208948,NULL,"2011-01-11 21:20:13",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2342,7643,7102227,1210143,NULL,"2011-01-18 19:11:26",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2343,7643,7102227,1211076,NULL,"2011-01-23 12:31:45",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2344,7643,7102227,1211688,NULL,"2011-01-27 17:16:48",33170411,ISD-201101-33170411,1,0.0000,0.0000,0.0000,0.0000,NULL
2345,3140,7107292,412255,NULL,"2011-01-30 17:43:39",35899911,ISD-201101-35899911,1,2.1900,2.1900,0.1095,2.0805,NULL
2346,3140,7107292,412255,NULL,"2011-01-30 17:43:39",41361811,ISD-201101-41361811,1,3.6900,3.6900,0.1476,3.5424,NULL
2347,4327,7108390,1209344,NULL,"2011-01-14 12:59:48",14523312,ISD-201101-14523312,1,0.0000,0.0000,0.0000,0.0000,NULL
2348,4327,7108390,1209344,NULL,"2011-01-14 12:59:48",14523312,ISD-201101-14523312,1,0.0000,0.0000,0.0000,0.0000,NULL
2349,7321,7109686,598651,NULL,"2010-01-31 15:19:24",44179611,ISD-201001-44179611,1,0.5900,0.5900,0.0590,0.5310,NULL
2350,7321,7109686,862415,NULL,"2010-01-05 21:36:59",44179611,ISD-201001-44179611,1,0.5900,0.5900,0.0590,0.5310,NULL
2351,7321,7109686,862415,NULL,"2010-01-05 21:36:59",44736511,ISD-201001-44736511,1,0.5900,0.5900,0.0236,0.5664,NULL
2352,4355,7110423,956548,NULL,"2011-01-19 16:41:19",12119911,ISD-201101-12119911,1,35.7900,35.7900,1.0737,34.7163,NULL
2353,3140,7112120,1206959,NULL,"2011-01-01 14:12:03",2134383,ISD-201101-2134383,1,5.9900,5.9900,0.5990,5.3910,NULL
2354,3140,7114390,108204,NULL,"2010-01-03 16:04:11",44038113,ISD-201001-44038113,1,9.7900,9.7900,0.9790,8.8110,NULL
2355,3140,7114390,108204,NULL,"2010-01-03 16:04:11",44736511,ISD-201001-44736511,1,0.5900,0.5900,0.0236,0.5664,NULL
2356,3140,7114390,173021,NULL,"2011-01-23 18:58:02",22540311,ISD-201101-22540311,1,4.2900,4.2900,0.1716,4.1184,NULL
2357,3144,7119633,862492,NULL,"2010-01-06 19:40:40",54353111,OF-597405,1,19.9900,19.9900,0.5997,19.3903,NULL
2358,3144,7119633,865986,NULL,"2010-01-26 10:38:40",76769611,ISD-201001-76769611,0,2.4900,0.0000,0.0000,0.0000,NULL
2359,3144,7119633,865986,NULL,"2010-01-26 10:38:40",76769611,ISD-201001-76769611,1,2.4900,2.4900,0.0747,2.4153,NULL
2360,4327,7123587,597976,NULL,"2010-01-27 17:54:59",1470329,OF-276721,1,5.9900,5.9900,0.1797,5.8103,NULL
2361,4327,7123587,597976,NULL,"2010-01-27 17:54:59",1884711,ISD-201001-1884711,1,24.9900,24.9900,4.9980,19.9920,NULL
2362,4327,7123587,597976,NULL,"2010-01-27 17:54:59",73149381,OF-575572,1,21.9900,21.9900,0.6597,21.3303,NULL
2363,3329,7124395,678768,NULL,"2011-01-14 12:01:22",1713015,ISD-201101-1713015,1,29.9900,29.9900,4.4985,25.4915,NULL
2364,3329,7124395,954889,NULL,"2011-01-14 15:41:26",1713015,ISD-201101-1713015,1,29.9900,29.9900,4.4985,25.4915,NULL
2365,3329,7124395,1142270,NULL,"2010-01-08 12:22:54",1190537,ISD-201001-1190537,1,12.9900,12.9900,6.4950,6.4950,NULL
2366,3845,7155209,169874,NULL,"2011-01-04 16:34:02",2338816,ISD-201101-2338816,1,8.7900,8.7900,4.3950,4.3950,NULL
2367,7643,7156324,678293,NULL,"2011-01-11 16:20:26",1972077,ISD-201101-1972077,1,3.9900,3.9900,0.1596,3.8304,NULL
2368,3501,7176623,958415,NULL,"2011-01-27 16:35:14",2407705,,-1,12.9900,-12.9900,0.0000,-12.9900,NULL
2369,4489,7184087,411598,NULL,"2011-01-27 09:53:02",33988311,ISD-201101-33988311,1,0.0000,0.0000,0.0000,0.0000,NULL
2370,3282,7187502,37073,NULL,"2011-01-09 12:34:11",1344798,ISD-201101-1344798,1,6.9900,6.9900,0.6990,6.2910,NULL
2371,3282,7187502,37073,NULL,"2011-01-09 12:34:11",2034493,ISD-201101-2034493,1,1.9900,1.9900,0.0796,1.9104,NULL
2372,3282,7187502,410624,NULL,"2011-01-23 11:52:26",1600497,ISD-201101-1600497,1,0.9900,0.9900,0.1485,0.8415,NULL
2373,9414,7189477,953852,NULL,"2011-01-08 16:55:33",2438049,ISD-201101-2438049,1,0.7900,0.7900,0.0237,0.7663,NULL
2374,3201,7196229,958958,NULL,"2011-01-29 16:07:46",2718211,ISD-201101-2718211,1,14.9900,14.9900,0.5996,14.3904,NULL
2375,3862,7200984,861505,NULL,"2010-01-01 19:36:06",7484411,ISD-201001-7484411,1,3.5900,3.5900,0.1077,3.4823,NULL
2376,3106,7205040,1209115,NULL,"2011-01-13 15:54:32",59410811,ISD-201101-59410811,1,4.6900,4.6900,0.2345,4.4555,NULL
2377,7217,7213800,956789,NULL,"2011-01-20 17:02:56",1600497,ISD-201101-1600497,1,0.9900,0.9900,0.1485,0.8415,NULL
2378,7217,7213800,1383528,NULL,"2011-01-27 19:32:03",79923311,ISD-201101-79923311,1,1.0000,1.0000,0.0300,0.9700,NULL
2379,3117,7217221,170544,NULL,"2011-01-08 14:01:08",2257486,ISD-201101-2257486,1,0.9900,0.9900,0.0396,0.9504,NULL
2380,3117,7217221,170544,NULL,"2011-01-08 14:01:08",37108711,ISD-201101-37108711,1,0.9900,0.9900,0.0297,0.9603,NULL
2381,3117,7217221,170544,NULL,"2011-01-08 14:01:08",95307611,ISD-201101-95307611,1,2.3900,2.3900,0.0717,2.3183,NULL
2382,3117,7217221,320274,NULL,"2010-01-16 10:51:09",20134011,ISD-201001-20134011,1,8.4900,8.4900,0.2547,8.2353,NULL
2383,3615,7222810,36951,NULL,"2011-01-07 10:46:50",1853239,ISD-201101-1853239,1,4.9900,4.9900,0.4990,4.4910,NULL
2384,3895,7224374,862529,NULL,"2010-01-06 18:04:52",1087900,ISD-201001-1087900,1,9.9900,9.9900,0.2997,9.6903,NULL
2385,4706,7232703,1208886,NULL,"2011-01-11 12:53:45",1657042,ISD-201101-1657042,1,2.4900,2.4900,0.1245,2.3655,NULL
2386,4706,7232703,1208886,NULL,"2011-01-11 12:53:45",33442211,ISD-201101-33442211,1,3.0900,3.0900,0.1545,2.9355,NULL
2387,7606,7233628,1208293,NULL,"2011-01-07 17:48:30",2606067,ISD-201101-2606067,1,12.9900,12.9900,0.6495,12.3405,NULL
2388,3372,7243949,173446,NULL,"2011-01-26 13:15:18",2316182,,-1,99.9900,-99.9900,0.0000,-99.9900,NULL
2389,3372,7243949,173447,NULL,"2011-01-26 15:58:16",53209512,ISD-201101-53209512,1,0.0000,0.0000,0.0000,0.0000,NULL
